Team,ATRatio,Apg,BPpg,Bpg,EFG%,FbP,Fg%,Fg%D,Fpg,FTApg,FTp,FTMpg,RM,RDpg,ROpg,Rpg,SD,SO,SM,Spg,3PApg,3P%,3PD%,3Ppg,TOM,Tpg,TFpg
Evansville,1.45,16.0,34.75,4.5,0.56,16.25,51.79,35.242,14.5,20.8,68.67,14.2,10.0,31.25,10.0,41.25,54.2,84.5,30.0,9.5,15.5,33.87,33.0,5.2,7.2,11.0,18.25
Rhode Island,1.15,14.3,24.17,3.3,0.539,10.5,48.98,40.26,15.5,23.8,61.54,14.7,8.0,28.17,13.0,41.17,68.7,76.3,7.0,5.7,16.7,34.0,32.9,5.7,-3.2,12.5,9.33
UTRGV,1.18,18.8,24.2,4.2,0.508,20.2,46.04,46.667,18.2,22.2,62.16,13.8,-1.0,25.6,11.8,37.4,82.0,80.4,-1.0,12.8,23.0,26.96,43.3,6.2,2.6,16.0,18.6
Wagner,1.25,11.2,28.0,2.8,0.416,8.5,36.08,44.545,17.2,13.8,70.91,9.8,-3.0,23.0,14.0,37.0,64.2,62.8,-1.0,7.0,24.8,28.28,28.9,7.0,4.5,9.0,13.5
Georgia Tech,0.96,12.0,26.0,5.8,0.461,8.5,40.62,44.715,18.2,24.0,63.54,15.2,2.0,23.5,15.5,39.0,77.5,74.2,-3.0,6.2,23.5,29.79,30.1,7.0,-0.5,12.5,12.0
Fairfield,1.0,13.4,12.0,3.2,0.486,9.8,40.58,44.371,16.0,12.6,76.19,9.6,-3.0,25.4,10.4,35.8,72.2,70.4,-1.0,7.4,29.2,34.25,33.6,10.0,0.8,13.4,14.2
App State,1.5,15.0,31.0,6.0,0.509,14.4,45.15,37.417,14.8,18.2,58.24,10.6,7.0,31.0,12.6,43.6,66.8,77.8,11.0,6.4,24.2,31.4,31.0,7.6,2.2,10.0,12.2
Temple,1.22,11.2,14.0,3.2,0.467,8.2,39.0,43.003,15.2,22.4,84.82,19.0,-1.0,25.2,11.2,36.4,70.4,75.0,4.0,7.8,27.6,33.33,38.7,9.2,4.0,9.2,13.2
Denver,1.72,14.3,24.17,4.0,0.517,13.0,44.74,46.512,16.0,30.7,71.2,21.8,5.0,27.17,14.17,41.33,80.5,87.3,6.0,5.7,23.5,37.59,32.6,8.8,1.2,8.3,9.5
Michigan St.,1.48,15.8,18.5,4.8,0.48,16.67,43.87,35.53,18.7,21.2,67.72,14.3,0.0,27.17,11.5,38.67,63.5,73.0,9.0,7.2,18.7,26.79,27.9,5.0,2.2,10.7,12.83
California Baptist,1.19,12.4,23.6,2.4,0.48,8.2,41.16,40.288,15.4,25.6,65.62,16.8,7.0,27.0,13.6,40.6,61.8,70.0,8.0,4.6,21.0,36.19,31.2,7.6,0.0,10.4,10.4
Nebraska,1.67,16.7,27.33,3.0,0.535,10.0,45.53,35.121,13.8,26.8,71.43,19.2,9.0,31.67,12.33,44.0,60.2,81.0,20.0,4.5,27.3,33.54,23.9,9.2,0.2,10.0,10.17
Dayton,1.22,14.4,18.8,2.4,0.53,4.0,45.12,44.765,14.2,20.6,78.64,16.2,-2.0,21.6,8.2,29.8,67.0,68.4,1.0,5.8,23.0,33.91,40.0,7.8,-0.6,11.8,11.2
Grambling,0.77,10.5,30.83,2.5,0.485,12.33,44.94,49.425,17.3,19.0,71.05,13.5,0.0,20.83,10.33,31.17,80.7,71.0,-9.0,8.2,14.7,28.41,42.1,4.2,-0.3,13.7,13.33
American,1.29,15.0,29.17,1.8,0.507,9.67,42.9,48.936,18.7,16.3,72.45,11.8,0.0,22.33,11.33,33.67,74.8,72.5,-2.0,7.5,27.7,33.73,32.8,9.3,0.8,11.7,12.5
Missouri,1.26,15.3,26.0,7.8,0.547,12.17,46.57,41.159,17.2,13.7,79.27,10.8,-1.0,25.17,9.0,34.17,66.5,74.7,8.0,8.5,27.5,34.55,30.4,9.5,1.3,12.2,13.5
Longwood,1.22,11.2,22.0,3.0,0.462,11.25,42.91,40.541,16.5,25.2,75.25,19.0,18.0,25.5,18.75,44.25,60.8,79.2,18.0,5.0,19.2,22.08,30.2,4.2,2.8,9.2,12.0
UMES,0.97,11.8,23.8,2.6,0.447,7.4,39.88,44.186,17.0,16.4,73.17,12.0,-4.0,23.6,11.4,35.0,77.0,69.4,-7.0,7.8,20.2,30.69,31.4,6.2,2.4,12.2,14.6
Duquesne,1.26,13.8,22.0,5.7,0.541,12.83,45.9,41.176,19.3,18.7,72.32,13.5,4.0,27.0,12.17,39.17,71.5,79.5,8.0,6.2,28.3,35.29,35.6,10.0,0.2,11.0,11.17
Bryant,1.2,13.0,23.5,7.0,0.52,14.5,44.44,34.975,17.5,18.0,64.81,11.7,-3.0,32.5,8.33,40.83,69.0,77.2,8.0,6.5,25.5,37.25,28.7,9.5,0.2,10.8,11.0
Ark.-Pine Bluff,1.26,16.0,18.0,2.0,0.565,11.0,47.66,46.734,18.7,22.3,79.1,17.7,-4.0,25.83,8.5,34.33,85.2,90.0,4.0,9.3,27.7,40.96,29.3,11.3,2.8,12.7,15.5
Portland St.,1.1,11.3,26.67,3.8,0.494,13.17,42.44,42.638,16.5,20.3,68.03,13.8,0.0,25.33,10.17,35.5,63.3,70.5,7.0,7.8,23.7,33.8,39.7,8.0,4.0,10.3,14.33
Saint Louis,1.2,12.2,22.83,3.2,0.509,17.67,43.71,41.623,17.3,27.2,71.78,19.5,-6.0,28.17,7.0,35.17,72.5,78.8,6.0,8.3,21.2,39.37,30.2,8.3,4.2,10.2,14.33
Drexel,1.03,12.2,18.0,4.8,0.477,12.2,43.82,37.184,17.6,16.6,67.47,11.2,6.0,28.2,10.8,39.0,60.8,65.2,4.0,4.6,18.0,24.44,30.5,4.4,-1.8,11.8,10.0
Marist,1.21,13.0,23.5,2.2,0.507,7.25,46.05,44.55,18.5,15.2,57.38,8.8,-4.0,25.5,6.5,32.0,67.5,66.5,-1.0,8.2,18.0,29.17,34.7,5.2,3.0,10.8,13.75
Ohio St.,1.38,14.5,23.75,5.2,0.511,8.25,44.87,39.831,15.0,20.2,67.9,13.8,5.0,27.0,12.5,39.5,63.5,73.5,10.0,6.2,20.5,35.37,31.7,7.2,0.8,10.5,11.25
Samford,1.28,17.2,36.0,3.6,0.486,17.8,41.77,41.216,19.0,20.6,72.82,15.0,-1.0,25.8,13.4,39.2,72.8,78.8,6.0,11.4,28.6,31.47,33.9,9.0,4.6,13.4,18.0
Cleveland St.,1.08,11.8,22.83,5.7,0.5,17.17,44.92,42.522,18.0,24.0,63.89,15.3,1.0,23.5,14.83,38.33,66.3,77.7,11.0,11.0,17.8,35.51,31.5,6.3,5.3,11.0,16.33
Texas,1.45,17.4,19.6,4.8,0.572,14.8,50.51,39.655,17.4,20.4,69.61,14.2,2.0,27.0,9.8,36.8,68.0,81.2,13.0,7.4,20.6,37.86,26.6,7.8,0.8,12.0,12.8
Norfolk St.,0.97,12.3,29.17,3.3,0.471,19.17,41.46,41.801,19.7,27.7,70.48,19.5,3.0,24.67,13.5,38.17,66.5,75.5,9.0,11.7,22.2,30.08,36.2,6.7,6.3,12.7,19.0
Charlotte,1.12,12.6,11.0,3.6,0.485,5.0,43.94,38.267,15.6,15.4,76.62,11.8,0.0,27.2,6.8,34.0,58.2,63.0,4.0,6.0,15.8,30.38,28.2,4.8,0.2,11.2,11.4
California,0.66,9.5,10.83,3.3,0.523,9.0,45.12,45.345,18.8,23.2,74.1,17.2,8.0,24.5,11.67,36.17,73.0,74.3,1.0,5.0,22.7,34.56,35.7,7.8,-3.3,14.5,11.17
Ball St.,0.94,10.2,21.6,3.4,0.512,8.2,45.61,41.852,14.8,24.6,71.54,17.6,7.0,26.4,11.8,38.2,58.2,78.2,20.0,7.0,19.6,33.67,24.1,6.6,5.6,10.8,16.4
Quinnipiac,1.2,15.6,32.2,4.4,0.534,12.8,47.4,41.975,14.6,24.0,78.33,18.8,8.0,29.4,11.2,40.6,72.0,84.6,12.0,6.0,20.2,36.63,29.9,7.4,-1.0,13.0,12.0
Presbyterian,1.19,14.4,31.0,4.1,0.543,13.86,48.35,39.558,19.3,23.4,68.29,16.0,1.0,28.71,7.71,36.43,69.6,77.0,7.0,6.1,18.0,37.3,26.7,6.7,0.1,12.1,12.29
Santa Clara,1.4,17.4,24.6,4.0,0.551,15.2,48.88,36.12,15.8,15.4,63.64,9.8,10.0,30.0,12.0,42.0,61.4,78.8,17.0,6.6,24.6,31.71,31.4,7.8,0.8,12.4,13.2
Mississippi St.,1.06,13.6,35.4,4.6,0.51,9.8,43.73,35.57,15.6,21.0,76.19,16.0,8.0,31.4,10.6,42.0,58.8,76.2,17.0,7.8,26.6,32.33,22.9,8.6,-0.4,12.8,12.4
Boston College,1.15,12.7,13.33,4.7,0.495,6.0,44.39,43.767,13.8,15.0,85.56,12.8,3.0,26.17,11.0,37.17,70.5,74.5,4.0,7.5,20.5,30.89,38.5,6.3,2.0,11.0,13.0
Stony Brook,1.0,9.2,24.6,3.8,0.448,6.8,39.2,44.231,13.2,16.8,66.67,11.2,-5.0,24.2,12.2,36.4,71.4,69.2,-2.0,8.6,24.4,29.51,35.7,7.2,4.8,9.2,14.0
Kansas St.,1.09,16.5,22.83,3.7,0.52,11.17,44.92,42.559,16.8,20.3,72.95,14.8,8.0,26.5,16.33,42.83,73.7,83.2,9.0,7.2,28.0,33.33,32.4,9.3,-1.8,15.2,13.33
Eastern Wash.,1.32,18.2,29.4,1.6,0.518,10.8,44.74,46.205,21.2,16.6,66.27,11.0,-3.0,26.8,7.0,33.8,80.4,74.0,-6.0,7.0,27.8,30.94,35.9,8.6,-1.4,13.8,12.4
Gardner-Webb,1.01,12.5,26.5,2.8,0.457,10.0,40.38,42.073,20.0,19.5,64.1,12.5,2.0,25.67,12.5,38.17,68.7,68.7,0.0,5.5,21.8,29.77,29.1,6.5,0.7,12.3,13.0
Bradley,0.98,14.2,18.5,5.0,0.544,14.75,46.72,35.409,17.0,17.2,65.22,11.2,-4.0,29.25,7.0,36.25,64.8,73.5,8.0,6.8,24.2,36.08,22.2,8.8,-1.2,14.5,13.25
Washington St.,1.33,14.0,23.75,7.2,0.544,9.5,50.0,38.767,20.0,21.2,61.18,13.0,7.0,27.5,11.25,38.75,64.2,77.2,13.0,6.8,18.2,28.77,23.0,5.2,0.5,10.5,11.0
Florida,1.28,17.2,24.6,5.0,0.541,16.6,48.73,40.752,18.0,28.0,62.14,17.4,9.0,27.0,16.4,43.4,70.6,85.4,14.0,7.4,20.4,33.33,31.7,6.8,-1.4,13.4,12.0
Oral Roberts,1.21,10.2,6.6,5.6,0.483,5.2,40.82,39.577,15.8,17.6,69.32,12.2,-10.0,27.0,7.6,34.6,73.0,69.0,-4.0,5.2,27.6,31.88,34.5,8.8,1.4,8.4,9.8
St. Bonaventure,1.05,12.8,14.8,3.6,0.477,8.4,41.64,44.906,16.2,16.6,78.31,13.0,0.0,20.8,11.0,31.8,68.2,66.6,-1.0,6.6,24.4,27.87,34.8,6.8,3.0,12.2,15.2
Cornell,1.19,18.0,41.83,2.3,0.594,14.0,50.97,45.405,18.2,20.8,68.0,14.2,5.0,27.5,10.0,37.5,76.3,85.7,9.0,8.3,27.3,37.2,29.6,10.2,-0.7,15.2,14.5
Penn,1.01,16.2,23.2,4.6,0.54,11.8,47.02,38.158,18.0,23.4,62.39,14.6,12.0,29.8,15.0,44.8,68.4,79.8,11.0,6.6,24.2,34.71,29.8,8.4,-4.0,16.0,12.0
Tennessee St.,1.1,13.4,23.2,4.0,0.532,16.2,47.27,40.132,16.8,17.2,66.28,11.4,1.0,27.6,9.8,37.4,69.2,77.6,8.0,7.2,21.6,34.26,33.6,7.4,3.2,12.2,15.4
High Point,1.04,12.0,29.0,3.8,0.537,10.17,45.36,40.921,19.3,28.8,75.14,21.7,15.0,31.33,14.83,46.17,76.8,87.2,10.0,4.2,27.0,37.65,34.5,10.2,-3.2,11.5,8.33
East Carolina,1.23,15.0,16.67,2.8,0.549,11.33,48.41,46.608,16.3,26.8,70.19,18.8,6.0,23.67,12.83,36.5,72.8,82.0,9.0,8.5,22.3,33.58,33.8,7.5,2.2,12.2,14.33
Eastern Ill.,0.84,10.7,24.33,2.7,0.438,8.5,39.13,44.625,18.5,13.5,72.84,9.8,2.0,23.33,13.33,36.67,67.5,63.5,-4.0,6.7,17.2,33.01,33.3,5.7,0.8,12.7,13.5
Coastal Carolina,1.05,15.8,23.25,3.0,0.507,12.0,44.03,44.151,17.0,19.2,58.44,11.2,6.0,28.25,15.5,43.75,85.2,79.2,-6.0,6.2,24.5,36.73,38.0,9.0,-4.5,15.0,10.5
Rider,0.98,12.8,22.2,3.8,0.432,10.6,39.27,40.203,17.2,15.8,60.76,9.6,1.0,29.2,12.4,41.6,71.6,66.8,-4.0,8.2,20.6,25.24,29.2,5.2,-0.4,13.0,12.6
Washington,1.31,16.8,17.0,5.8,0.537,16.4,48.87,40.439,21.0,23.0,70.43,16.2,-2.0,27.6,9.4,37.0,75.6,82.6,7.0,7.4,20.0,30.0,28.3,6.0,0.0,12.8,12.8
Kansas City,0.92,12.2,29.25,3.8,0.496,6.25,44.76,43.564,20.5,19.8,63.29,12.5,4.0,21.5,14.75,36.25,68.2,74.0,5.0,8.5,21.2,28.24,39.7,6.0,5.2,13.2,18.5
Binghamton,1.16,14.7,29.83,5.0,0.516,9.17,46.02,40.11,18.2,20.5,66.67,13.7,4.0,28.33,10.67,39.0,69.3,74.2,4.0,5.0,21.0,30.95,30.4,6.5,-2.3,12.7,10.33
UMass Lowell,0.84,12.2,22.4,5.0,0.537,11.0,49.66,36.513,17.8,18.8,75.53,14.2,8.0,29.4,11.4,40.8,60.4,77.8,17.0,6.8,15.2,31.58,20.5,4.8,-1.4,14.6,13.2
Omaha,0.95,10.4,28.14,1.6,0.488,17.0,42.89,45.699,16.9,22.0,70.78,15.6,0.0,23.0,9.86,32.86,68.9,71.4,2.0,6.4,20.1,33.33,32.4,6.7,2.7,11.0,13.71
Belmont,1.11,14.8,28.25,4.8,0.541,12.0,47.84,47.35,14.8,20.0,62.5,12.5,-9.0,26.5,7.75,34.25,86.2,81.5,-4.0,9.5,23.5,34.04,33.3,8.0,0.2,13.2,13.5
North Florida,1.2,13.8,28.0,3.0,0.512,6.33,42.27,44.118,16.7,19.2,82.61,15.8,0.0,26.17,9.5,35.67,70.8,77.7,6.0,5.8,30.7,35.33,25.6,10.8,-0.3,11.5,11.17
Loyola Chicago,1.09,14.7,25.17,5.3,0.512,8.0,43.88,42.391,16.8,18.7,75.0,14.0,0.0,27.83,7.67,35.5,73.0,71.2,-1.0,5.5,22.8,35.77,37.0,8.2,-2.7,13.5,10.83
Iona,1.4,14.6,24.2,3.0,0.522,6.8,44.72,45.652,19.2,16.4,65.85,10.8,-4.0,22.2,11.2,33.4,75.6,78.0,2.0,9.4,25.2,38.1,33.9,9.6,4.8,10.4,15.2
Furman,1.3,18.2,23.4,3.6,0.532,13.8,46.65,45.625,16.0,23.0,73.04,16.8,3.0,29.0,10.6,39.6,78.0,83.4,5.0,9.6,28.8,28.47,36.8,8.2,-0.2,14.0,13.8
Southern Utah,0.98,10.6,13.2,0.8,0.506,6.4,44.34,47.619,18.0,22.0,70.91,15.6,0.0,23.6,13.0,36.6,74.6,78.2,3.0,7.0,23.2,33.62,30.1,7.8,2.2,10.8,13.0
Idaho,1.22,15.4,34.0,4.2,0.533,7.2,46.74,42.857,17.4,18.0,67.78,12.2,1.0,26.0,10.0,36.0,69.2,74.2,5.0,7.6,25.0,30.4,35.8,7.6,-0.2,12.6,12.4
San Diego St.,1.4,17.4,10.2,4.4,0.528,10.6,46.53,42.623,18.2,27.0,70.37,19.0,2.0,26.0,12.0,38.0,71.6,83.0,11.0,9.8,21.8,34.86,30.4,7.6,2.2,12.4,14.6
Alabama St.,1.07,12.2,29.4,4.0,0.43,18.8,36.87,44.201,20.8,20.4,73.53,15.0,1.0,28.0,17.2,45.2,81.8,76.6,-5.0,9.2,26.8,32.84,34.0,8.8,1.6,11.4,13.0
NIU,1.04,14.0,19.8,5.6,0.554,19.6,49.35,39.886,15.6,28.4,66.9,19.0,4.0,30.2,11.2,41.4,76.4,87.2,10.0,6.2,21.4,34.58,30.3,7.4,-1.4,13.4,12.0
DePaul,0.91,14.2,19.8,5.0,0.502,8.8,43.49,43.96,17.8,19.6,72.45,14.2,-7.0,23.0,7.4,30.4,72.4,68.2,-4.0,4.8,19.2,37.5,31.5,7.2,-1.2,15.6,14.4
Valparaiso,1.1,11.0,22.8,6.4,0.431,12.8,38.15,40.498,15.6,21.8,70.64,15.4,-3.0,28.2,12.2,40.4,67.8,71.4,3.0,7.2,21.0,30.48,26.0,6.4,4.8,10.0,14.8
Oklahoma,1.22,14.2,33.8,5.2,0.564,15.0,50.5,35.216,15.2,22.6,80.53,18.2,9.0,29.2,12.6,41.8,57.8,86.6,28.0,7.6,23.0,31.3,21.6,7.2,3.2,11.6,14.8
Kent St.,1.04,13.5,24.17,2.8,0.504,14.0,44.0,41.691,20.0,26.3,75.32,19.8,2.0,25.0,12.67,37.67,71.7,82.8,11.0,8.2,24.0,33.33,38.1,8.0,4.7,13.0,17.67
Seton Hall,1.02,13.4,19.8,2.8,0.52,10.4,47.81,36.918,15.8,19.8,77.78,15.4,9.0,28.0,12.6,40.6,61.4,77.2,15.0,9.8,17.2,29.07,28.0,5.0,2.0,13.2,15.2
North Texas,0.87,10.8,23.0,2.2,0.509,12.4,43.01,40.996,17.0,14.6,82.19,12.0,3.0,23.6,10.8,34.4,59.8,67.4,7.0,7.4,22.6,38.05,28.6,8.6,1.2,12.4,13.6
San Jose St.,1.12,14.5,14.67,4.5,0.559,10.0,47.84,39.823,16.3,15.3,67.39,10.3,2.0,25.5,9.5,35.0,62.3,75.0,12.0,5.8,26.7,35.0,26.0,9.3,0.3,13.0,13.33
St. John's (NY),1.0,15.2,20.4,4.6,0.519,11.6,44.72,45.098,18.0,15.6,69.23,10.8,7.0,24.0,16.6,40.6,77.0,77.6,0.0,6.6,23.2,39.66,37.9,9.2,-2.8,15.2,12.4
Robert Morris,0.78,10.5,11.75,3.2,0.459,6.0,38.86,46.544,19.5,15.8,77.78,12.2,-1.0,22.25,11.25,33.5,69.2,64.8,-4.0,5.5,22.2,35.96,31.4,8.0,-2.0,13.5,11.5
Milwaukee,1.38,12.8,32.83,3.8,0.449,14.67,38.44,46.218,17.0,20.2,68.6,13.8,-1.0,23.33,16.0,39.33,76.3,75.3,-1.0,9.0,29.8,29.61,40.8,8.8,5.3,9.3,14.67
Lehigh,1.01,14.4,22.4,2.6,0.494,11.8,43.37,44.805,21.2,14.4,72.22,10.4,0.0,27.2,11.2,38.4,80.2,76.0,-4.0,8.2,24.6,32.52,36.4,8.0,-0.4,14.2,13.8
Central Ark.,1.04,13.0,24.5,3.5,0.453,8.83,39.57,42.458,18.8,18.7,66.07,12.3,-3.0,25.17,12.33,37.5,73.2,68.8,-4.0,8.2,23.7,30.28,31.1,7.2,1.8,12.5,14.33
Georgetown,0.99,14.4,12.6,2.8,0.541,12.4,46.28,42.574,16.2,21.4,67.29,14.4,6.0,27.4,12.6,40.0,70.2,78.4,8.0,6.2,26.2,35.11,28.2,9.2,-3.2,14.6,11.4
George Washington,0.98,13.2,23.5,7.0,0.543,7.25,46.5,33.916,13.0,21.5,81.4,17.5,4.0,36.5,6.75,43.25,65.0,83.5,18.0,7.8,24.8,38.38,25.2,9.5,-1.5,13.5,12.0
Illinois,1.06,14.0,27.4,4.2,0.529,9.6,46.62,35.061,12.8,18.6,58.06,10.8,11.0,35.0,12.2,47.2,60.0,76.6,16.0,4.2,26.0,30.0,26.4,7.8,-4.0,13.2,9.2
Notre Dame,0.91,11.8,22.2,2.6,0.488,3.6,42.81,41.0,14.8,14.4,73.61,10.6,0.0,27.4,8.8,36.2,67.2,66.2,-1.0,5.2,24.2,28.1,34.3,6.8,-2.0,13.0,11.0
Troy,0.89,15.8,39.6,3.4,0.513,19.4,44.93,38.014,23.8,24.6,69.11,17.0,8.0,28.6,16.0,44.6,70.0,87.8,17.0,10.4,28.0,31.43,27.5,8.8,1.2,17.8,19.0
Baylor,1.19,14.8,30.6,4.8,0.565,13.0,50.97,43.464,16.2,27.6,72.46,20.0,10.0,25.0,14.8,39.8,69.4,89.6,20.0,9.2,18.4,36.96,29.0,6.8,2.4,12.4,14.8
Rutgers,1.12,13.4,26.0,4.8,0.479,20.4,42.86,36.823,15.2,24.2,63.64,15.4,4.0,27.2,12.6,39.8,58.6,70.4,11.0,7.8,20.4,28.43,32.5,5.8,4.2,12.0,16.2
Jacksonville,0.82,12.8,32.25,5.0,0.482,14.5,44.09,37.549,23.2,22.2,73.03,16.2,6.0,30.75,13.75,44.5,75.0,77.5,2.0,10.5,19.5,26.92,31.8,5.2,-0.5,15.5,15.0
Utah Valley,1.0,14.6,19.0,4.0,0.474,12.2,43.1,41.356,18.0,19.2,60.42,11.6,1.0,27.8,10.0,37.8,69.4,66.6,-2.0,6.2,21.6,23.15,29.7,5.0,-2.2,14.6,12.4
Georgia,0.87,10.6,20.6,2.4,0.445,11.4,38.44,41.234,18.2,21.4,69.16,14.8,-7.0,25.8,10.0,35.8,72.6,69.4,-3.0,7.0,25.2,29.37,31.0,7.4,1.6,12.2,13.8
Tulsa,0.89,13.5,20.0,4.2,0.467,18.5,40.66,34.496,18.2,30.8,74.8,23.0,7.0,32.0,14.75,46.75,61.5,79.2,17.0,9.5,24.5,29.59,26.2,7.2,0.2,15.2,15.5
LSU,0.84,10.8,28.4,3.8,0.539,8.2,47.7,39.643,17.0,24.2,71.07,17.2,0.0,24.0,10.6,34.6,68.0,78.2,10.0,10.4,18.4,38.04,36.6,7.0,3.8,12.8,16.6
Arizona St.,0.98,10.5,17.0,2.8,0.404,12.75,36.09,39.918,15.0,23.2,56.99,13.2,-11.0,24.75,10.0,34.75,67.2,59.8,-7.0,9.2,20.5,24.39,33.7,5.0,6.5,10.8,17.25
North Dakota St.,1.2,12.0,28.83,1.5,0.527,7.17,46.09,44.974,13.0,17.5,70.48,12.3,2.0,26.5,11.83,38.33,73.3,77.5,4.0,5.8,21.3,38.28,39.2,8.2,0.8,10.0,10.83
Chattanooga,0.93,13.2,12.0,4.5,0.551,11.5,47.11,37.097,14.2,20.8,74.7,15.5,13.0,31.5,11.25,42.75,60.5,77.5,17.0,5.0,30.0,30.0,26.8,9.0,-3.5,14.2,10.75
VCU,0.87,13.0,21.4,5.2,0.52,11.0,44.53,37.543,17.2,21.0,76.19,16.0,0.0,26.8,8.4,35.2,63.0,67.4,4.0,6.6,23.8,31.09,28.6,7.4,-3.8,15.0,11.2
Northern Ky.,1.16,14.8,19.4,3.6,0.493,14.4,44.14,45.763,19.0,22.0,70.0,15.4,-2.0,22.6,11.4,34.0,76.0,72.6,-3.0,7.0,20.6,29.13,33.6,6.0,1.6,12.8,14.4
Illinois St.,0.76,9.8,25.17,2.0,0.448,5.33,38.78,41.369,17.5,22.3,67.16,15.0,0.0,25.83,11.33,37.17,66.2,66.2,0.0,6.7,24.0,28.47,31.4,6.8,1.0,13.0,14.0
VMI,0.72,10.5,27.5,2.8,0.505,11.67,45.82,41.579,18.3,15.0,61.11,9.2,3.0,29.67,10.83,40.5,74.5,71.7,-2.0,4.3,19.3,30.17,30.9,5.8,-3.7,14.7,11.0
SIUE,1.19,11.5,12.67,4.3,0.482,5.0,41.67,42.025,16.0,17.7,71.7,12.7,0.0,23.33,10.17,33.5,68.2,66.7,-1.0,5.0,19.0,38.6,35.1,7.3,-0.3,9.7,9.33
Northeastern,1.05,14.5,21.67,4.2,0.541,5.5,47.85,46.049,13.7,22.3,71.64,16.0,2.0,23.67,11.0,34.67,74.7,74.8,0.0,6.8,20.0,34.17,34.7,6.8,-2.7,13.8,11.17
Wisconsin,1.03,10.7,21.5,1.7,0.501,4.67,45.45,45.246,16.0,21.0,73.81,15.5,5.0,22.0,12.33,34.33,66.3,74.3,8.0,7.0,18.5,29.73,36.5,5.5,4.5,10.3,14.83
UMBC,0.9,12.8,32.5,3.5,0.515,12.5,45.91,43.401,17.5,18.7,60.71,11.3,0.0,28.33,12.17,40.5,79.2,80.5,1.0,5.3,20.2,37.19,30.8,7.5,0.2,14.3,14.5
Hampton,0.88,13.8,24.5,1.3,0.534,14.5,46.42,42.936,19.7,20.7,72.58,15.0,0.0,24.5,10.33,34.83,78.2,77.2,-1.0,7.3,24.7,33.11,30.6,8.2,-2.7,15.7,13.0
South Dakota,1.02,14.0,30.17,2.8,0.531,12.33,46.56,41.067,17.3,22.0,71.21,15.7,14.0,29.0,16.67,45.67,71.0,85.2,14.0,5.2,21.7,39.23,32.9,8.5,0.0,13.7,13.67
Indiana,1.18,14.2,15.0,5.2,0.524,9.4,49.39,39.934,16.2,29.2,69.86,20.4,-3.0,25.8,6.2,32.0,70.0,72.2,2.0,5.8,12.8,23.44,35.3,3.0,0.4,12.0,12.4
Loyola Maryland,0.84,12.4,20.6,3.4,0.469,7.6,40.66,45.231,17.2,15.2,67.11,10.2,-5.0,26.2,10.0,36.2,78.2,67.4,-10.0,6.8,23.4,32.48,30.4,7.6,-1.8,14.8,13.0
Northern Ariz.,0.9,13.8,18.5,3.7,0.463,9.17,41.67,46.765,21.2,15.8,55.79,8.8,-9.0,23.0,7.67,30.67,76.7,62.5,-14.0,7.3,20.7,25.81,24.8,5.3,-0.3,15.3,15.0
Southern Miss.,0.91,10.7,12.67,3.8,0.426,7.83,38.29,38.871,18.7,22.8,59.85,13.7,1.0,26.0,12.33,38.33,60.8,63.3,2.0,9.3,18.2,27.52,29.8,5.0,4.8,11.7,16.5
Youngstown St.,1.03,13.0,25.2,4.2,0.487,9.2,42.95,42.089,14.4,17.6,75.0,13.2,5.0,27.2,12.4,39.6,72.0,75.4,3.0,5.8,26.0,28.46,33.1,7.4,-1.0,12.6,11.6
Pepperdine,0.92,12.7,17.71,2.1,0.522,11.43,46.96,48.087,18.3,19.6,72.26,14.1,6.0,23.71,11.29,35.0,71.0,75.4,4.0,5.0,17.1,35.83,38.1,6.1,-0.4,13.9,13.43
CSUN,0.94,13.6,25.0,3.6,0.516,14.4,48.52,41.1,17.6,14.2,67.61,9.6,12.0,29.6,14.4,44.0,74.4,79.4,5.0,7.6,14.2,29.58,31.1,4.2,-1.6,14.4,12.8
Wichita St.,0.9,11.0,20.83,5.0,0.518,6.83,46.89,36.298,14.2,19.2,71.3,13.7,10.0,34.67,11.67,46.33,69.0,80.3,11.0,4.8,19.7,32.2,27.6,6.3,-2.7,12.2,9.5
Boise St.,0.81,10.8,21.75,2.0,0.485,7.5,43.64,43.038,16.0,23.2,70.97,16.5,7.0,27.5,11.25,38.75,70.0,73.8,3.0,6.5,20.8,27.71,33.8,5.8,-0.8,13.2,12.5
Holy Cross,1.07,12.0,15.5,2.0,0.526,4.5,45.8,47.076,16.7,12.5,62.67,7.8,-1.0,22.83,9.83,32.67,76.2,68.3,-7.0,4.5,22.8,34.31,41.4,7.8,-2.3,11.2,8.83
Monmouth,0.88,11.5,17.5,4.0,0.491,18.0,41.38,40.496,20.2,17.8,71.83,12.8,-4.0,24.0,10.25,34.25,74.5,69.8,-4.0,6.2,21.5,41.86,32.7,9.0,-0.8,13.0,12.25
Southern California,0.84,13.0,16.6,6.0,0.515,15.8,44.36,37.267,14.6,25.2,76.19,19.2,1.0,28.8,10.8,39.6,66.2,75.8,9.0,6.6,21.8,35.78,26.0,7.8,-2.6,15.4,12.8
UT Martin,0.98,13.5,23.33,3.2,0.499,19.0,44.21,40.268,14.0,19.3,74.14,14.3,5.0,34.5,12.0,46.5,81.7,84.7,3.0,8.8,25.0,32.0,33.3,8.0,-1.7,13.8,12.17
