Team,ATRatio,Apg,BPpg,Bpg,EFG%,FbP,Fg%,Fg%D,Fpg,FTApg,FTp,FTMpg,RM,RDpg,ROpg,Rpg,SD,SO,SM,Spg,3PApg,3P%,3PD%,3Ppg,TOM,Tpg,TFpg
Massachusetts,3.58,21.5,34.0,3.0,0.565,16.5,49.32,39.655,20.5,23.0,63.04,14.5,1.0,25.5,13.5,,76.0,97.0,21.0,10.5,25.0,42.0,32.6,10.5,10.5,6.0,16.5
Iowa,3.5,23.3,29.33,3.7,0.56,19.0,49.77,42.268,17.0,23.0,73.91,17.0,0.0,28.0,12.67,,75.7,97.3,21.0,8.3,22.3,40.3,26.3,9.0,9.0,6.7,15.67
Iowa St.,2.67,18.7,31.33,4.0,0.561,17.0,51.27,32.593,19.0,24.3,71.23,17.3,12.0,27.33,13.33,,48.7,91.0,42.0,15.3,17.0,37.25,30.3,6.3,13.7,7.0,20.67
Kentucky,2.53,14.3,23.33,3.0,0.498,20.33,42.79,40.351,14.3,19.7,74.58,14.7,3.0,28.67,11.67,,65.3,83.7,18.0,10.0,30.0,32.22,30.9,9.7,9.7,5.7,15.33
Purdue Fort Wayne,2.5,16.7,31.33,3.3,0.605,26.33,53.27,37.647,15.3,17.7,73.58,13.0,5.0,30.33,8.67,,57.3,99.3,42.0,12.7,24.3,42.47,20.8,10.3,16.0,6.7,22.67
Eastern Ky.,2.44,30.5,62.5,8.5,0.617,40.5,55.09,40.0,16.0,28.5,61.4,17.5,20.0,33.5,21.0,,73.5,120.5,47.0,12.5,32.5,33.85,27.5,11.0,11.0,12.5,23.5
Virginia Tech,2.43,18.7,25.33,2.7,0.535,7.33,46.51,40.764,13.0,22.0,80.3,17.7,3.0,23.67,9.67,,59.3,79.0,19.0,7.7,24.0,33.33,35.1,8.0,7.3,7.7,15.0
BYU,2.43,22.7,42.33,2.7,0.564,18.67,47.25,39.08,18.7,18.0,79.63,14.3,21.0,34.33,16.67,,58.7,96.3,37.0,6.7,35.3,37.74,19.2,13.3,5.0,9.3,14.33
UTEP,2.41,25.7,54.0,4.3,0.637,29.67,58.49,40.0,21.0,31.0,66.67,20.7,6.0,30.67,11.33,,73.0,110.7,37.0,16.0,19.0,38.6,28.8,7.3,12.0,10.7,22.67
Virginia,1.97,16.2,28.75,6.8,0.548,6.25,48.1,33.491,14.8,25.0,65.0,16.2,3.0,26.5,10.0,,51.0,73.8,22.0,11.0,17.2,40.58,24.7,7.0,7.5,8.2,15.75
Richmond,2.35,15.7,25.67,3.3,0.555,9.0,47.8,40.805,13.3,19.7,71.19,14.0,-3.0,26.0,7.67,,63.7,81.3,17.0,10.3,24.7,37.84,33.3,9.3,9.0,6.7,15.67
Rice,2.3,17.7,31.33,2.7,0.518,4.67,45.03,49.697,13.3,20.0,71.67,14.3,1.0,22.67,12.33,,75.3,80.3,5.0,7.3,25.7,33.77,35.7,8.7,5.7,7.7,13.33
Southern Ill.,1.65,17.0,24.0,3.3,0.572,11.33,49.71,41.25,18.3,24.3,71.23,17.3,9.0,27.33,11.0,,60.0,83.3,23.0,7.7,23.3,37.14,26.4,8.7,4.0,10.3,14.33
UC Riverside,2.21,14.0,29.0,1.7,0.4,10.33,33.0,47.024,17.7,17.0,66.67,11.3,-7.0,21.0,14.33,,75.7,64.7,-11.0,4.7,32.3,28.87,41.7,9.3,7.3,6.3,13.67
Kansas,2.13,27.0,27.0,5.3,0.657,16.33,57.69,33.831,17.0,20.7,77.42,16.0,10.0,34.67,7.67,,67.0,95.7,28.0,6.0,22.3,43.28,29.9,9.7,-1.0,12.7,11.67
Ole Miss,2.12,17.0,15.0,5.0,0.479,12.0,42.93,38.953,14.3,16.7,62.0,10.3,-2.0,25.33,11.0,,64.0,71.3,7.0,9.7,19.7,32.2,30.6,6.3,5.0,8.0,13.0
Stanford,2.12,18.3,17.0,4.3,0.536,7.33,47.57,44.076,13.0,14.3,81.4,11.7,-6.0,27.0,8.67,,80.3,85.3,5.0,6.3,23.7,35.21,36.4,8.3,3.3,8.7,12.0
Fla. Atlantic,2.05,20.5,27.0,3.5,0.638,17.0,55.0,42.857,17.0,16.5,66.67,11.0,9.0,26.0,10.0,,59.5,87.5,28.0,8.5,24.0,43.75,25.0,10.5,5.0,10.0,15.0
McNeese,1.97,18.2,31.5,1.8,0.592,12.25,52.94,35.945,13.2,15.5,66.13,10.2,12.0,27.0,14.75,,53.8,90.8,37.0,15.0,20.5,41.46,26.0,8.5,10.8,9.2,20.0
Purdue,1.97,22.3,34.0,7.3,0.624,14.0,53.45,34.653,12.7,22.3,76.12,17.0,11.0,34.0,8.0,,57.7,89.3,31.0,6.0,22.3,46.27,21.8,10.3,0.3,11.3,11.67
Saint Joseph's,1.94,21.3,27.67,3.7,0.577,11.0,48.68,33.708,16.0,16.0,66.67,10.7,5.0,29.67,9.67,,59.0,83.3,24.0,7.0,31.7,35.79,28.9,11.3,4.7,11.0,15.67
Marquette,1.92,16.7,25.67,2.3,0.573,19.0,50.26,37.245,15.0,20.7,62.9,13.0,-1.0,28.67,10.0,,66.3,86.0,19.0,9.3,24.0,37.5,29.5,9.0,6.3,8.7,15.0
Villanova,1.91,14.0,25.33,2.3,0.547,11.67,45.3,39.286,18.0,18.0,87.04,15.7,7.0,28.33,11.67,,65.3,81.7,16.0,6.0,32.7,34.69,34.7,11.3,3.3,7.3,10.67
Indiana St.,1.91,20.3,21.33,2.7,0.651,15.33,55.81,43.094,20.3,22.0,63.64,14.0,-1.0,26.67,6.33,,73.0,88.7,15.0,8.3,26.3,40.51,32.1,10.7,3.0,10.7,13.67
Vermont,1.68,15.7,20.67,2.7,0.571,11.33,48.52,36.095,13.7,18.3,70.91,13.0,11.0,29.0,11.67,,53.3,77.3,24.0,5.7,26.3,36.71,18.5,9.7,0.7,9.3,10.0
Colorado,1.9,24.7,23.33,5.0,0.645,16.67,55.68,37.017,16.3,21.7,75.38,16.3,10.0,28.33,11.0,,66.3,92.0,25.0,7.3,20.0,51.67,33.3,10.3,-0.7,13.0,12.33
Missouri St.,1.88,16.0,20.5,7.0,0.484,4.0,41.41,37.037,14.5,15.0,63.33,9.5,0.0,33.0,8.0,,68.0,71.5,3.0,5.5,26.5,33.96,26.1,9.0,0.0,8.5,8.5
A&M-Corpus Christi,1.43,19.2,42.75,3.0,0.514,18.75,46.13,36.493,22.2,17.5,52.86,9.2,10.0,29.0,16.25,,61.5,82.2,20.0,12.0,23.0,32.61,25.6,7.5,5.2,13.5,18.75
Nevada,1.83,14.0,26.67,4.0,0.503,5.33,47.12,37.017,18.3,23.7,78.87,18.7,9.0,31.33,11.0,,59.3,82.7,23.0,6.0,16.3,24.49,26.8,4.0,4.7,7.7,12.33
NC State,1.82,15.5,16.0,4.0,0.52,15.0,45.67,37.273,20.0,15.5,77.42,12.0,0.0,26.5,11.5,,61.5,78.0,16.0,6.5,25.0,32.0,26.5,8.0,4.0,8.5,12.5
Central Conn. St.,1.81,16.3,25.33,5.7,0.515,11.33,47.74,41.989,15.0,18.0,62.96,11.3,0.0,28.33,10.0,,65.7,79.7,14.0,9.0,21.3,23.44,31.1,5.0,8.0,9.0,17.0
La Salle,1.81,15.7,12.33,3.7,0.518,9.33,45.03,41.071,18.3,18.7,67.86,12.7,-5.0,23.33,10.33,,64.0,71.7,7.0,6.7,21.7,35.38,30.5,7.7,5.3,8.7,14.0
Clemson,1.8,18.0,23.33,6.3,0.549,7.33,45.98,40.476,16.3,15.7,68.09,10.7,-2.0,24.67,7.33,,65.7,74.3,8.0,4.7,27.3,37.8,35.4,10.3,2.3,10.0,12.33
Louisiana Tech,1.61,17.7,37.67,2.7,0.545,11.0,47.09,39.506,19.7,19.7,67.8,13.3,7.0,28.67,11.67,,62.3,82.0,19.0,9.3,27.0,34.57,27.7,9.3,3.0,11.0,14.0
Texas A&M,1.79,14.3,20.33,4.0,0.476,2.67,42.11,35.912,14.7,22.3,73.13,16.3,10.0,28.67,16.33,,59.3,76.7,17.0,6.7,23.7,29.58,25.7,7.0,3.3,8.0,11.33
UConn,1.79,19.7,21.0,6.7,0.624,14.0,54.7,36.158,17.0,30.0,70.0,21.0,16.0,29.0,15.33,,57.3,96.3,39.0,7.0,28.0,33.33,26.5,9.3,4.3,11.0,15.33
Creighton,1.76,19.3,30.33,4.3,0.672,12.0,56.28,42.708,9.0,18.7,71.43,13.3,18.0,31.33,11.0,,66.0,95.3,29.0,3.7,31.7,42.11,37.1,13.3,-3.3,11.0,7.67
Lipscomb,1.74,16.5,31.75,4.0,0.588,10.0,50.2,43.922,13.2,13.8,69.09,9.5,-4.0,26.75,6.75,,75.0,84.5,9.0,7.0,29.5,37.29,34.0,11.0,3.5,9.5,13.0
Sacramento St.,1.72,20.7,28.0,1.7,0.544,10.67,45.41,45.455,15.7,13.0,69.23,9.0,17.0,31.33,17.67,,78.0,88.0,10.0,3.7,37.3,34.82,35.4,13.0,-5.0,12.0,7.0
Utah St.,1.71,20.0,21.0,5.0,0.581,15.0,51.89,41.209,20.0,22.3,67.16,15.0,13.0,32.33,11.67,,68.0,86.7,18.0,8.0,21.7,35.38,23.7,7.7,0.3,11.7,12.0
Tennessee,1.71,16.0,30.0,5.3,0.551,9.67,47.19,35.838,18.3,18.7,82.14,15.3,6.0,28.33,9.67,,57.7,80.7,23.0,6.7,24.7,37.84,24.7,9.3,3.7,9.3,13.0
Gonzaga,1.71,18.0,41.5,3.5,0.623,19.0,57.53,34.074,15.5,21.0,64.29,13.5,23.0,35.5,16.5,,64.0,104.5,40.0,8.0,20.5,34.15,27.8,7.0,1.5,10.5,12.0
Cincinnati,1.69,16.3,36.0,2.0,0.533,10.33,45.96,41.954,13.7,19.7,61.02,12.0,11.0,30.33,12.0,,64.0,82.3,18.0,7.3,26.7,36.25,25.8,9.7,3.7,9.7,13.33
Pittsburgh,1.69,16.3,25.0,7.0,0.584,16.0,50.76,35.979,14.7,25.3,59.21,15.0,20.0,34.67,15.33,,62.0,91.7,29.0,7.3,28.0,35.71,27.7,10.0,1.3,9.7,11.0
Montana St.,1.48,13.3,33.33,3.0,0.561,9.67,48.66,43.671,19.0,11.0,72.73,8.0,-7.0,22.33,6.33,,64.7,78.0,13.0,10.7,28.0,33.33,24.0,9.3,9.3,9.0,18.33
Toledo,1.68,15.7,32.33,1.3,0.577,14.67,52.2,54.217,12.3,22.3,73.13,16.3,-1.0,18.33,11.33,,71.7,86.3,14.0,10.7,15.0,44.44,32.2,6.7,9.3,9.3,18.67
Houston,1.62,15.8,30.5,4.8,0.512,13.5,44.44,34.409,17.0,23.0,66.3,15.2,12.0,27.25,15.5,,44.5,77.5,33.0,12.8,23.5,35.11,30.0,8.2,9.0,9.8,18.75
UNLV,1.67,15.0,15.0,5.0,0.5,7.0,42.02,43.651,13.5,17.5,65.71,11.5,1.0,25.5,12.5,,70.0,71.0,1.0,5.0,30.0,31.67,36.7,9.5,1.0,9.0,10.0
Liberty,1.79,16.7,38.33,2.3,0.644,6.33,54.24,39.157,14.7,17.3,65.38,11.3,10.0,28.67,9.67,,58.7,87.3,28.0,5.3,27.7,43.37,26.9,12.0,2.3,9.3,11.67
New Hampshire,1.62,18.3,36.0,2.7,0.531,19.67,44.5,31.606,19.3,19.7,79.66,15.7,3.0,34.67,11.0,,61.7,89.7,28.0,10.3,31.7,37.89,17.9,12.0,3.7,11.3,15.0
New Orleans,1.62,21.0,51.0,3.0,0.527,27.5,49.33,37.956,18.0,29.5,81.36,24.0,1.0,30.0,14.0,,69.5,103.0,33.0,12.0,19.0,26.32,23.5,5.0,10.5,13.0,23.5
